ifi_district_name,ifi_state_context,lgd_state_code,lgd_state_name,lgd_district_code,lgd_district_name,census_2001_code,census_2011_code,census_boundary_district,census_boundary_state,censuscode,match_class,verification_status,historical_boundary_status,mapping_method,mapping_confidence,notes
Rohtas,Andhra Pradesh; Assam; Bihar; Gujarat; Haryana; Himachal Pradesh; Kerala; Madhya Pradesh; Maharashtra; Odisha; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,10.0,Bihar,215.0,Rohtas,32.0,234.0,Rohtas,Bihar,234.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Rudra Prayag,Uttar Pradesh; Uttarakhand,5.0,Uttarakhand,54.0,Rudraprayag,3.0,58.0,Rudraprayag,Uttarakhand,58.0,NORMALIZED_REVIEW,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,normalized_district_name,MEDIUM_REQUIRES_MANUAL_VERIFICATION,Normalization was required; no silent rename or fuzzy match was applied. Existing comparison note: Transparent normalization only; state and historical identity require manual review. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Rugi,Karnataka,,,,,,,,,,UNMATCHED,UNMATCHED,HISTORICAL_REVIEW_REQUIRED,none,NONE,No defensible LGD/Census candidate in the reviewed comparison. Existing comparison note: No exact or normalized LGD district/state candidate.
Rupnagar,Arunachal Pradesh; Assam; Delhi; Haryana; Jammu and Kashmir; Madhya Pradesh; Punjab; Rajasthan; Uttar Pradesh; West Bengal,3.0,Punjab,42.0,Rupnagar,7.0,51.0,Rupnagar,Punjab,51.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Rural,Karnataka,,,,,,,,,,UNMATCHED,UNMATCHED,HISTORICAL_REVIEW_REQUIRED,none,NONE,No defensible LGD/Census candidate in the reviewed comparison. Existing comparison note: No exact or normalized LGD district/state candidate.
S.A.S Nagar,Delhi; Jammu and Kashmir; Punjab,3.0,Punjab,608.0,S.A.S Nagar,0.0,52.0,,,,HISTORICAL_REVIEW,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,exact_name_without_complete_state_boundary_confirmation,LOW_REQUIRES_HISTORICAL_REVIEW,Identity is plausible by exact LGD name but state or Census-boundary evidence is incomplete or contradictory. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
S.A.S Nagar*,Arunachal Pradesh; Assam; Haryana; Jammu and Kashmir; Madhya Pradesh; Punjab; Rajasthan; Uttar Pradesh; West Bengal,3.0,Punjab,608.0,S.A.S Nagar,0.0,52.0,,,,NORMALIZED_REVIEW,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,normalized_district_name,MEDIUM_REQUIRES_MANUAL_VERIFICATION,Normalization was required; no silent rename or fuzzy match was applied. Existing comparison note: Transparent normalization only; state and historical identity require manual review. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
SShrawasti,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,,,,,,,,,,UNMATCHED,UNMATCHED,HISTORICAL_REVIEW_REQUIRED,none,NONE,No defensible LGD/Census candidate in the reviewed comparison. Existing comparison note: No exact or normalized LGD district/state candidate.
SShrawasti & Parts of East U.P.,Uttar Pradesh,,,,,,,,,,UNMATCHED,UNMATCHED,HISTORICAL_REVIEW_REQUIRED,none,NONE,No defensible LGD/Census candidate in the reviewed comparison. Existing comparison note: No exact or normalized LGD district/state candidate.
Sabar Kantha,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Uttar Pradesh,24.0,Gujarat,458.0,Sabar Kantha,5.0,472.0,Sabar Kantha,Gujarat,472.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Sagar,Andhra Pradesh; Bihar; Chhattisgarh; Gujarat; Haryana; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,23.0,Madhya Pradesh,425.0,Sagar,11.0,427.0,Sagar,Madhya Pradesh,427.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Saharanpur,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,9.0,Uttar Pradesh,177.0,Saharanpur,1.0,132.0,Saharanpur,Uttar Pradesh,132.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Saharsa,Andhra Pradesh; Assam; Bihar; Gujarat; Haryana; Himachal Pradesh; Jharkhand; Kerala; Madhya Pradesh; Maharashtra; Odisha; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,10.0,Bihar,216.0,Saharsa,12.0,214.0,Saharsa,Bihar,214.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Sahebganj,Bihar; Jharkhand,20.0,Jharkhand,340.0,Sahebganj,9.0,352.0,,,,HISTORICAL_REVIEW,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,exact_name_without_complete_state_boundary_confirmation,LOW_REQUIRES_HISTORICAL_REVIEW,Identity is plausible by exact LGD name but state or Census-boundary evidence is incomplete or contradictory. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Salem,Tamil Nadu,33.0,Tamil Nadu,584.0,Salem,8.0,608.0,Salem,Tamil Nadu,608.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Samastipur,Andhra Pradesh; Assam; Bihar; Gujarat; Haryana; Himachal Pradesh; Jharkhand; Kerala; Madhya Pradesh; Maharashtra; Odisha; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,10.0,Bihar,217.0,Samastipur,19.0,221.0,Samastipur,Bihar,221.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Samba,Arunachal Pradesh; Assam; Delhi; Jammu & Kashmir; Jammu and Kashmir; Punjab; Uttar Pradesh,1.0,Jammu And Kashmir,624.0,Samba,0.0,22.0,Samba,Jammu & Kashmir,22.0,HISTORICAL_REVIEW,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,exact_name_without_complete_state_boundary_confirmation,LOW_REQUIRES_HISTORICAL_REVIEW,Identity is plausible by exact LGD name but state or Census-boundary evidence is incomplete or contradictory. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context does not uniquely confirm LGD state name; manual review required. LGD/Census candidate by name; codes are not assumed equivalent.
Sambalpur,Andhra Pradesh; Assam; Bihar; Haryana; Madhya Pradesh; Odisha; Rajasthan; Uttar Pradesh; West Bengal,21.0,Odisha,371.0,Sambalpur,3.0,372.0,Sambalpur,Odisha,372.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Sambhal,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,9.0,Uttar Pradesh,659.0,Sambhal,0.0,0.0,,,,HISTORICAL_REVIEW,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,exact_name_without_complete_state_boundary_confirmation,LOW_REQUIRES_HISTORICAL_REVIEW,Identity is plausible by exact LGD name but state or Census-boundary evidence is incomplete or contradictory. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Sangareddy,Andhra Pradesh; Maharashtra; Telangana,36.0,Telangana,691.0,Sangareddy,0.0,0.0,,,,HISTORICAL_REVIEW,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,exact_name_without_complete_state_boundary_confirmation,LOW_REQUIRES_HISTORICAL_REVIEW,Identity is plausible by exact LGD name but state or Census-boundary evidence is incomplete or contradictory. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Sangli,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Telangana; Uttar Pradesh,27.0,Maharashtra,493.0,Sangli,35.0,531.0,Sangli,Maharashtra,531.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Sangrur,Arunachal Pradesh; Assam; Delhi; Haryana; Jammu and Kashmir; Madhya Pradesh; Punjab; Rajasthan; Uttar Pradesh; West Bengal,3.0,Punjab,43.0,Sangrur,16.0,53.0,Sangrur,Punjab,53.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Sant Kabir Nagar,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,9.0,Uttar Pradesh,178.0,Sant Kabir Nagar,56.0,186.0,Sant Kabir Nagar,Uttar Pradesh,186.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Santal Pargan,Bihar,,,,,,,,,,UNMATCHED,UNMATCHED,HISTORICAL_REVIEW_REQUIRED,none,NONE,No defensible LGD/Census candidate in the reviewed comparison. Existing comparison note: No exact or normalized LGD district/state candidate.
Saraikela Kharsawan,Jharkhand,20.0,Jharkhand,341.0,Saraikela Kharsawan,17.0,369.0,Saraikela-kharsawan,Jharkhand,369.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
